product_id,description,unit_price,unit_original_price,unit_min_price,details,logo_url,mercado,uf,city,neighborhood,merchant_id
49a4246d-fc08-46f7-8e6d-0e90642cb17a,Iogurte Parcialmente Desnatado de Ameixa Betânia 900g,11.43,,11.43,Garrafa 900g,820af392-002c-47b1-bfae-d7ef31743c7f/202307071503_3ss2k4n1xi6.jpg,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
e169165c-6a5a-43fb-b3c9-94185d94775e,Iogurte Yobem Triplo Zero Lactose Ameixa Betânia 850g,14.69,,14.69,Embalagem 850g,820af392-002c-47b1-bfae-d7ef31743c7f/202307061223_98piuvvq819.jpg,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
07c16ec2-ad21-42ff-a514-2d6d74674b60,Iogurte Yobem Triplo Zero Lactose Morango Betânia 800g,14.69,,14.69,Embalagem 800g,820af392-002c-47b1-bfae-d7ef31743c7f/202307061205_45a4y4k2s4h.jpg,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
66fa3af8-f6f8-461a-a93f-e39628ef4b85,"Iogurte com Polpa de Morango, Banana e Maçã Betânia 540g",7.55,,7.55,Embalagem 540g,820af392-002c-47b1-bfae-d7ef31743c7f/202210311357_il100ovmoa.jpg,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
cbdaea64-c063-4276-a022-551346f51ecc,Iogurte de Morango Betânia 900g,11.43,,11.43,Embalagem 900g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180543_uf9re3pm23.jpg,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
46d758c5-4f44-48ad-b527-cd7f562c9aeb,Leite Fermentado Betânia Desnatado Adoçado 170g,4.19,,4.19,Embalagem 170g,820af392-002c-47b1-bfae-d7ef31743c7f/202210180543_s1gzg0jrclk.jpg,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
761665d9-b0d3-4b27-8b22-a867fde5bb16,Leite Fermentado Kids Tradicional Desnatado Betânia 80g,7.93,,7.93,Embalagem 1un,820af392-002c-47b1-bfae-d7ef31743c7f/202306171757_j2y1etnwadp.jpg,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
30e9922a-3336-4e7c-99c4-428659f5bdbe,Leite Fermentado Kids de Laranja Desnatado Betânia 80g,7.93,,7.93,Embalagem 80g,820af392-002c-47b1-bfae-d7ef31743c7f/202401031545_9uj1uphy6t.png,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
22c0af30-c179-47ce-a2cf-45c09a3494b2,Petit Suisse Kids Morango Betânia 360g,7.76,,7.76,Embalagem 360g,820af392-002c-47b1-bfae-d7ef31743c7f/202210311357_mgzwb13mdyk.jpg,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
54590962-1111-4d0a-9c60-51c770268ca0,Caramelo de Leite Chocolate Embaré 660g,25.19,,25.19,Embalagem 660g,820af392-002c-47b1-bfae-d7ef31743c7f/202308041732_v5iz95eg8g.jpg,Assaí - Feira de Santana,BA,Feira de Santana,Parque José Martins Campelo,5cba5a63-3d4a-43b2-980c-3c222cca54be
